ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY,BILL_AMT,PAY_AMT,DefaultNext
27887,220000,2,1,2,27,0,66620,16008,0
27888,20000,2,2,2,27,0,16679,1554,0
27889,160000,2,2,2,26,1,5654,398,0
27890,170000,2,1,2,26,-1,3732,3732,0
27891,360000,2,2,2,26,0,17084,1400,0
27892,50000,2,2,1,26,0,49378,2500,0
27893,1.00E+05,2,1,2,27,0,43599,3000,0
27894,150000,2,1,2,29,0,146465,7000,0
27895,150000,2,2,1,29,0,8139,151691,0
27896,1.00E+05,2,1,2,29,0,167410,70001,0
27897,2.00E+05,2,1,2,29,-1,5967,1897,0
27898,3.00E+05,2,3,2,27,0,17376,1294,0
27899,130000,2,3,2,28,1,0,14051,0
27900,150000,2,2,1,28,0,97069,5300,0
27901,110000,2,1,2,28,0,53152,1725,0
27902,340000,2,3,1,28,-1,6780,3629,0
27903,60000,2,1,2,25,0,59228,2300,0
27904,90000,2,3,2,23,0,94806,30000,0
27905,230000,2,2,1,29,1,113218,4800,0
27906,2.00E+05,2,1,2,29,-1,3655,3084,0
27907,310000,2,1,2,28,-1,18877,18417,0
27908,150000,2,2,1,29,0,80625,8002,0
27909,390000,2,2,1,29,-2,10598,1571,0
27910,210000,2,1,2,29,1,0,0,1
27911,290000,2,1,2,27,1,236258,1500,0
27912,180000,2,2,1,26,-1,31540,5000,0
27913,140000,2,1,2,26,0,137789,5000,1
27914,10000,2,2,1,26,2,2742,2500,0
27915,80000,2,1,2,27,0,36959,2000,0
27916,50000,2,1,2,27,3,300,0,1
27917,110000,2,1,2,28,0,52693,5064,0
27918,180000,2,1,2,29,-2,0,0,1
27919,230000,2,3,1,27,0,67615,1323,0
27920,80000,2,1,2,27,-1,2127,0,0
27921,50000,2,1,1,27,1,19029,0,0
27922,220000,2,1,2,28,0,215779,8600,0
27923,30000,2,1,2,28,1,24307,0,1
27924,2.00E+05,2,1,2,26,0,196168,8800,0
27925,130000,2,2,1,26,0,45563,2100,0
27926,360000,2,1,2,26,2,2500,0,0
27927,140000,2,1,2,27,0,27750,1500,0
27928,130000,2,1,2,27,-2,8508,27049,0
27929,150000,2,1,2,28,1,0,0,0
27930,20000,2,2,1,28,2,17023,2000,1
27931,130000,2,2,2,28,2,7964,1152,0
27932,190000,2,1,2,29,0,28096,2000,0
27933,140000,2,1,2,25,2,26623,3000,1
27934,180000,2,2,2,25,0,177607,6500,0
27935,180000,2,1,2,28,-1,2393,5461,0
27936,50000,2,2,2,28,0,23318,1398,0
27937,80000,2,2,1,27,-1,2805,1995,0
27938,120000,2,2,2,27,1,11238,0,1
27939,420000,2,2,2,28,0,89829,5126,0
27940,90000,2,2,1,27,1,0,1191,0
27941,70000,2,1,2,27,0,42825,5000,0
27942,2.00E+05,2,2,2,27,0,37076,5000,0
27943,240000,2,1,2,28,0,30173,5009,0
27944,360000,2,1,2,28,-1,276,0,0
27945,180000,2,1,2,28,0,20098,3000,0
27946,160000,2,1,2,27,-1,288,451,0
27947,20000,2,2,2,29,0,12742,1500,0
27948,30000,2,3,2,28,2,1946,1000,0
27949,230000,2,1,2,28,0,45405,2500,0
27950,240000,2,1,2,29,0,10747,30439,0
27951,2.00E+05,2,1,2,27,0,159215,15500,1
27952,280000,2,2,2,28,-2,0,0,0
27953,340000,2,2,1,29,0,20816,1005,0
27954,50000,2,1,2,25,0,44641,1870,0
27955,2.00E+05,2,3,1,26,0,201642,7671,1
27956,140000,2,2,1,27,2,776,752,0
27957,160000,2,1,2,29,-1,20193,3250,0
27958,50000,2,1,2,26,2,29164,0,0
27959,20000,2,1,2,28,2,15522,3186,1
27960,170000,2,2,1,29,-2,-807,0,0
27961,140000,2,2,2,27,-1,1186,4000,0
27962,150000,2,1,1,29,1,0,231,0
27963,70000,2,2,2,25,1,73167,0,0
27964,50000,2,3,2,28,0,51422,2100,1
27965,80000,2,2,1,28,0,150651,3905,0
27966,360000,2,2,1,29,-2,0,0,0
27967,360000,2,1,2,27,1,0,0,0
27968,130000,2,1,2,27,0,37319,2031,0
27969,120000,2,1,2,28,-1,2494,2000,0
27970,110000,2,2,2,28,0,79573,3800,0
27971,230000,2,2,2,28,0,29500,4800,0
27972,110000,2,2,2,29,0,18817,2600,1
27973,2.00E+05,2,1,2,28,-1,1860,4464,0
27974,60000,2,1,1,28,-1,2848,1469,0
27975,310000,2,3,2,28,0,240846,10500,0
27976,160000,2,3,2,27,1,-10,3392,0
27977,180000,2,1,1,27,0,152158,5539,0
27978,170000,2,1,1,30,-1,364,14662,0
27979,240000,2,1,2,29,-1,3647,2535,0
27980,160000,2,1,2,28,-1,160,0,0
27981,2.00E+05,2,1,2,28,-2,7618,7961,0
27982,60000,2,3,2,28,0,59650,3376,0
27983,1.00E+05,2,2,1,28,0,94245,3500,0
27984,60000,2,1,2,28,0,6393,4278,1
27985,50000,2,1,2,31,-1,12725,30018,0
27986,120000,2,2,2,29,0,96342,4500,0
27987,250000,2,1,2,30,-1,18751,5000,0
27988,180000,2,1,1,30,-1,1863,1863,1
27989,210000,2,2,1,30,0,107539,3000,0
27990,360000,2,2,1,30,0,19918,500,0
27991,210000,2,1,2,26,0,132909,7000,0
27992,110000,2,2,1,29,0,27340,10000,0
27993,270000,2,2,2,29,-1,88996,17142,0
27994,50000,2,1,2,29,0,6161,3500,0
27995,220000,2,2,1,29,0,142818,5042,0
27996,80000,2,2,2,30,-1,4161,2000,0
27997,180000,2,1,2,31,-2,4522,1771,0
27998,4.00E+05,2,1,1,31,-1,325,5581,0
27999,230000,2,2,1,30,0,234521,9800,0
28000,90000,2,5,2,31,1,0,0,0
28001,30000,2,2,1,29,1,27371,0,1
28002,150000,2,1,2,29,0,145138,5200,0
28003,230000,2,1,2,29,2,711,711,0
28004,510000,2,1,2,30,-1,71121,493358,0
28005,20000,2,2,2,30,1,20128,0,1
28006,150000,2,1,2,27,0,51032,30000,0
28007,110000,2,2,2,24,0,6217,2000,0
28008,250000,2,2,1,25,0,24920,2000,0
28009,240000,2,1,3,29,1,0,0,0
28010,150000,2,1,2,28,-1,3470,0,0
28011,420000,2,2,2,29,0,267050,10000,0
28012,170000,2,5,2,30,0,66805,5148,0
28013,220000,2,1,2,28,-1,6601,5026,0
28014,160000,2,2,2,28,-2,2191,645,0
28015,150000,2,2,1,28,0,5527,1000,0
28016,150000,2,2,2,29,1,4577,0,1
28017,140000,2,2,1,27,-2,444,0,1
28018,240000,2,2,2,27,0,30589,2239,0
28019,20000,2,2,2,28,0,2937,3353,1
28020,30000,2,2,2,29,2,28541,1385,1
28021,80000,2,2,1,29,2,80100,3500,0
28022,4.00E+05,2,1,2,29,-1,5567,13011,0
28023,150000,2,2,2,27,0,88957,5500,0
28024,180000,2,2,1,32,0,95917,2986,0
28025,360000,2,3,1,32,0,227689,7142,0
28026,160000,2,1,1,30,-1,960,3597,1
28027,80000,2,2,2,30,0,80681,6900,0
28028,240000,2,2,1,32,1,0,0,0
28029,50000,2,2,1,33,0,34485,1815,1
28030,50000,2,2,1,34,-2,50680,50702,0
28031,50000,2,3,1,29,0,47194,2002,1
28032,2.00E+05,2,2,1,30,-2,42488,0,0
28033,50000,2,1,2,29,2,50461,2100,0
28034,140000,2,1,2,30,0,78095,8000,0
28035,310000,2,1,2,29,0,8454,14581,0
28036,430000,2,3,2,30,0,308741,12000,0
28037,1.00E+05,2,1,2,30,0,89242,4200,0
28038,5.00E+05,2,1,2,29,0,28555,5000,0
28039,2.00E+05,2,2,2,29,0,204134,8000,1
28040,140000,2,1,2,29,0,135436,13102,0
28041,2.00E+05,2,2,1,30,-2,0,1541,0
28042,2.00E+05,2,1,2,28,-2,466,161844,0
28043,1.00E+05,2,1,2,28,0,10886,1300,0
28044,180000,2,4,1,28,2,117328,4117,0
28045,190000,2,1,2,28,0,141693,5618,0
28046,50000,2,1,2,28,0,48782,2100,0
28047,440000,2,1,1,31,0,232526,1025,0
28048,30000,2,2,1,30,-1,4994,0,0
28049,180000,2,2,2,29,-1,4184,0,0
28050,150000,2,1,2,29,-2,0,5067,1
28051,390000,2,1,2,29,0,89953,25000,0
28052,30000,2,2,1,31,0,16207,4000,0
28053,10000,2,2,2,32,-1,77,7417,1
28054,270000,2,2,2,32,0,59710,1808,0
28055,20000,2,2,1,32,3,2400,0,1
28056,50000,2,2,1,34,0,45974,2374,0
28057,60000,2,1,2,33,1,11776,0,0
28058,50000,2,3,1,34,2,28289,5000,1
28059,20000,2,3,2,40,0,19088,1248,0
28060,80000,2,3,1,35,1,68423,3300,1
28061,50000,2,2,1,47,0,48433,3500,0
28062,140000,2,1,1,40,2,21952,6300,1
28063,4.00E+05,2,1,2,36,-1,845,1428,0
28064,50000,2,3,1,44,0,13881,3483,0
28065,80000,2,2,1,36,0,74652,3700,0
28066,380000,2,2,1,30,2,225995,10382,1
28067,230000,2,3,1,33,0,233314,8005,0
28068,210000,2,1,2,31,0,9604,5056,0
28069,1.00E+05,2,2,2,40,0,92393,3500,0
28070,210000,2,2,1,44,0,124146,6000,0
28071,140000,2,1,1,35,0,92924,4691,0
28072,150000,2,2,1,47,-2,0,0,0
28073,40000,2,5,1,48,0,36581,1926,0
28074,120000,2,3,2,26,1,0,1953,1
28075,50000,2,2,2,26,0,49296,1614,0
28076,360000,2,1,2,26,-1,273,3558,0
28077,80000,2,3,1,42,2,17511,3600,1
28078,230000,2,1,2,46,-1,699,699,0
28079,50000,2,2,1,38,0,6350,1100,1
28080,150000,2,2,3,48,0,3611,2000,0
28081,20000,2,3,1,35,0,7196,1120,0
28082,10000,2,3,1,44,5,8678,0,1
28083,140000,2,1,1,41,0,80603,3000,0
28084,150000,2,2,1,41,-1,1650,0,0
28085,290000,2,2,2,36,0,110695,3260,0
28086,170000,2,2,1,36,-1,813,2085,0
28087,420000,2,3,1,39,-2,2476,3634,0
28088,120000,2,2,2,33,-1,508,700,0
28089,150000,2,2,1,40,-2,3042,41243,0
28090,80000,2,1,1,45,0,77402,2900,0
28091,1.00E+05,2,2,1,48,0,109033,3641,0
28092,40000,2,3,2,41,0,72892,1971,1
28093,130000,2,3,2,46,0,131996,5000,0
28094,1.00E+05,2,2,2,41,0,96509,4500,0
28095,3.00E+05,2,3,1,46,0,147289,10000,0
28096,150000,2,2,2,41,-1,316,316,0
28097,50000,2,2,1,39,1,27094,0,1
28098,350000,2,1,1,37,-2,6185,27821,0
28099,170000,2,2,2,45,-1,1638,1638,0
28100,220000,2,2,2,31,2,182176,0,1
28101,210000,2,1,2,29,-1,18662,6224,0
28102,2.00E+05,2,1,2,30,0,89874,4200,0
28103,180000,2,1,2,30,2,14038,3500,1
28104,50000,2,1,1,31,1,50883,2200,1
28105,50000,2,2,2,35,1,31507,0,0
28106,180000,2,1,1,39,-1,892,6846,0
28107,5.00E+05,2,1,2,44,-2,29996,10625,0
28108,160000,2,2,2,45,1,0,0,0
28109,120000,2,1,2,37,2,744,444,1
28110,60000,2,2,1,39,-1,12545,1217,1
28111,220000,2,4,1,35,-1,1849,326,0
28112,210000,2,2,1,36,0,13460,1534,0
28113,480000,2,2,2,38,-2,5619,7600,0
28114,140000,2,3,2,43,0,140832,5006,0
28115,150000,2,2,1,38,0,149957,6000,0
28116,110000,2,3,2,43,2,114614,0,1
28117,350000,2,1,1,41,0,15407,3000,0
28118,150000,2,2,2,43,0,111024,2720,0
28119,420000,2,1,1,39,0,298753,13000,1
28120,80000,2,1,1,41,0,11987,1325,0
28121,180000,2,1,1,44,0,138701,5100,0
28122,290000,2,2,1,39,1,-70,10000,0
28123,3.00E+05,2,1,1,37,0,4476,3017,0
28124,80000,2,2,1,41,0,78480,3100,1
28125,230000,2,2,1,39,-2,0,0,0
28126,20000,2,2,1,43,1,17188,0,0
28127,20000,2,2,2,39,1,0,0,1
28128,2.00E+05,2,1,1,40,-2,-50,0,0
28129,5.00E+05,2,1,2,35,-1,33214,18694,0
28130,10000,2,3,1,49,0,9807,2114,0
28131,1.00E+05,2,3,1,42,0,58543,2004,0
28132,250000,2,2,1,28,-2,0,0,0
28133,540000,2,3,2,38,1,736,736,0
28134,50000,2,2,1,39,0,37503,1399,0
28135,550000,2,1,2,44,0,27093,30820,0
28136,2.00E+05,2,3,1,42,-1,2213,5286,0
28137,50000,2,3,1,44,0,46363,1762,0
28138,230000,2,3,1,36,1,232115,22,0
28139,330000,2,3,1,45,0,33369,2000,0
28140,520000,2,1,1,37,-2,4439,3913,0
28141,180000,2,1,2,44,-2,16891,0,0
28142,2.00E+05,2,3,1,36,0,167385,8000,0
28143,430000,2,5,2,44,0,626648,20659,0
28144,220000,2,1,1,46,3,249449,9501,0
28145,210000,2,2,2,41,-2,0,8333,0
28146,360000,2,2,1,47,-1,71006,36448,0
28147,2.00E+05,2,2,1,48,-2,2233,6734,0
28148,150000,2,1,1,36,0,38298,1635,0
28149,170000,2,3,2,47,-1,16089,5455,0
28150,50000,2,3,1,49,2,47934,2100,0
28151,20000,2,3,2,48,1,18038,1000,1
28152,3.00E+05,2,1,2,32,0,169223,10000,0
28153,2.00E+05,2,1,1,40,1,2418,0,0
28154,210000,2,1,1,34,0,73329,2700,0
28155,1.00E+05,2,1,2,42,0,93256,8300,0
28156,210000,2,2,1,43,-1,3088,5056,0
28157,80000,2,2,1,32,0,77808,3000,0
28158,130000,2,3,1,31,0,62518,4065,1
28159,320000,2,2,2,35,0,94561,6085,0
28160,350000,2,5,1,45,0,355310,13671,0
28161,260000,2,1,2,29,0,78341,10000,0
28162,230000,2,3,2,46,0,273094,135034,0
28163,210000,2,1,1,44,-1,14993,1938,0
28164,160000,2,3,1,41,1,45057,2000,0
28165,210000,2,1,1,30,0,187191,4700,0
28166,120000,2,1,2,32,1,0,0,0
28167,30000,2,1,1,32,0,27764,2000,1
28168,70000,2,2,1,31,0,38579,8958,0
28169,270000,2,2,1,31,0,177003,6235,0
28170,350000,2,1,2,30,-2,951,605,0
28171,50000,2,2,2,45,1,23751,0,1
28172,110000,2,2,1,48,0,108668,4322,0
28173,150000,2,2,1,44,0,49716,2000,0
28174,280000,2,1,2,29,-2,0,0,1
28175,3.00E+05,2,2,1,30,-1,10746,7006,0
28176,20000,2,2,1,32,0,18377,1288,1
28177,50000,2,2,1,31,2,44105,2000,0
28178,2.00E+05,2,1,2,31,-2,0,0,0
28179,50000,2,3,1,31,1,0,0,0
28180,150000,2,1,1,46,0,135748,5000,0
28181,2.00E+05,2,2,2,32,-1,13467,4366,0
28182,1.00E+05,2,2,1,32,1,-350,0,0
28183,360000,2,1,2,33,-1,5334,3017,1
28184,50000,2,2,1,33,0,37541,1434,0
28185,220000,2,2,1,33,0,204144,6500,0
28186,80000,2,1,2,33,1,83367,0,1
28187,150000,2,1,1,33,-1,20441,6549,0
28188,210000,2,1,1,34,-1,326,983,1
28189,70000,2,2,2,34,0,67655,3200,0
28190,50000,2,2,1,48,0,44324,2000,0
28191,80000,2,3,3,43,0,3408,0,0
28192,110000,2,2,2,34,-2,0,576,0
28193,170000,2,1,2,34,-2,1088,1088,0
28194,160000,2,3,1,46,-2,-510,380,0
28195,130000,2,3,1,49,0,25339,1427,0
28196,2.00E+05,2,3,1,48,-2,119139,5844,0
28197,360000,2,2,1,40,-1,29540,27930,0
28198,160000,2,2,1,42,0,25338,3000,0
28199,310000,2,2,1,42,-2,2851,7869,0
28200,5.00E+05,2,1,1,40,0,18436,3001,0
28201,430000,2,1,2,36,0,258212,10500,1
28202,3.00E+05,2,3,2,48,1,-2,781,1
28203,50000,2,1,2,46,-1,3737,0,0
28204,3.00E+05,2,2,1,38,0,1250,940,0
28205,3.00E+05,2,2,2,39,-2,1028,0,1
28206,20000,2,3,1,39,0,19078,1509,1
28207,4.00E+05,2,1,2,39,-2,0,0,1
28208,310000,2,2,1,48,-2,0,99,0
28209,370000,2,2,2,38,0,75823,5000,0
28210,230000,2,2,1,36,-1,4390,1402,0
28211,3.00E+05,2,2,1,40,0,11704,1139,0
28212,250000,2,1,1,40,-1,2971,1737,0
28213,320000,2,1,1,41,0,95155,4400,0
28214,310000,2,3,1,45,0,311401,21084,0
28215,5.00E+05,2,1,1,39,-2,3625,398,0
28216,80000,2,3,1,37,0,24941,1423,0
28217,2.00E+05,2,3,2,45,0,69817,2049,0
28218,160000,2,3,1,38,0,151963,5100,0
28219,20000,2,2,2,47,0,20151,2000,0
28220,20000,2,2,2,33,0,11635,2000,0
28221,30000,2,2,1,33,3,2400,0,1
28222,5.00E+05,2,1,2,30,1,943,5692,0
28223,180000,2,1,2,30,-1,1650,196,0
28224,180000,2,3,2,31,-2,2941,1443,0
28225,450000,2,1,1,33,-2,0,0,0
28226,180000,2,2,1,33,0,70472,3218,0
28227,290000,2,3,1,46,-1,30365,32575,0
28228,2.00E+05,2,2,1,37,0,4942,1068,0
28229,2.00E+05,2,1,1,34,1,0,0,0
28230,4.00E+05,2,2,2,35,2,61245,50016,1
28231,210000,2,2,2,32,-2,0,0,0
28232,30000,2,3,2,42,1,30445,0,1
28233,340000,2,2,2,39,0,332319,12500,0
28234,50000,2,2,1,41,0,74903,2120,0
28235,220000,2,3,1,43,0,215050,9029,0
28236,1.00E+05,2,1,1,37,1,0,0,1
28237,4.00E+05,2,3,1,40,0,30179,35729,0
28238,360000,2,2,2,43,-2,6088,17980,0
28239,30000,2,3,2,47,-1,3220,390,0
28240,10000,2,3,1,34,0,7101,1307,1
28241,330000,2,1,1,37,-2,726,0,0
28242,110000,2,2,1,46,0,102726,10700,0
28243,30000,2,2,1,44,2,21003,1662,1
28244,110000,2,2,1,37,0,95986,4300,0
28245,150000,2,2,2,42,0,255207,6301,0
28246,80000,2,2,2,32,1,113740,0,1
28247,160000,2,1,1,41,-1,24411,7944,0
28248,30000,2,2,1,32,0,3454,0,0
28249,2.00E+05,2,1,2,33,-2,4510,7430,0
28250,150000,2,1,1,33,1,-3,353,0
28251,140000,2,2,1,34,1,0,0,0
28252,120000,2,1,1,37,0,21128,5020,0
28253,1.00E+05,2,3,1,48,-1,390,5333,0
28254,50000,2,2,1,38,0,51023,2300,0
28255,80000,2,3,1,42,-1,4571,4905,0
28256,140000,2,3,2,41,0,85698,1400,0
28257,270000,2,1,1,45,0,218116,10041,0
28258,210000,2,3,1,36,-1,1168,1511,0
28259,230000,2,2,1,48,-2,0,0,0
28260,30000,2,2,1,43,0,26806,4000,0
28261,260000,2,3,1,44,0,259346,9428,1
28262,20000,2,2,1,42,2,18162,900,1
28263,160000,2,2,1,34,-2,390,390,0
28264,50000,2,2,1,43,0,46882,5100,0
28265,50000,2,3,1,41,0,46857,2000,0
28266,160000,2,1,1,38,-1,316,873,1
28267,140000,2,3,1,44,1,-9,909,0
28268,230000,2,2,1,43,0,7075,1279,0
28269,120000,2,2,1,34,1,0,0,0
28270,20000,2,2,1,49,0,9589,2200,1
28271,90000,2,2,1,44,-1,390,390,1
28272,130000,2,3,1,38,0,64517,3000,0
28273,20000,2,3,2,31,-2,-885,20,0
28274,230000,2,1,2,31,-2,-7,6792,0
28275,430000,2,2,1,42,0,89756,3169,0
28276,110000,2,2,1,40,0,5457,1300,0
28277,210000,2,5,1,40,0,206446,8139,1
28278,260000,2,3,2,49,-2,-5684,217773,0
28279,280000,2,3,1,45,0,294995,26345,0
28280,230000,2,2,2,36,-2,858,885,0
28281,50000,2,3,2,46,0,36165,1600,0
28282,320000,2,2,2,36,-1,396,396,0
28283,110000,2,2,1,41,0,104133,4500,1
28284,180000,2,2,1,42,-1,390,390,0
28285,180000,2,3,2,41,0,130979,5739,0
28286,10000,2,2,2,32,0,5250,1223,1
28287,30000,2,2,1,32,1,0,0,1
28288,70000,2,2,2,32,2,67955,3007,1
28289,20000,2,2,2,44,0,18578,2000,0
28290,50000,2,2,2,36,2,39125,2000,1
28291,180000,2,2,1,38,-1,390,10426,0
28292,220000,2,3,2,46,0,214274,11000,0
28293,180000,2,1,2,29,-1,15991,1473,0
28294,170000,2,1,2,29,0,106146,11021,0
28295,1.00E+05,2,2,2,30,0,96636,3402,0
28296,280000,2,2,2,30,-1,13182,5290,0
28297,290000,2,1,2,31,-1,21720,1240,0
28298,30000,2,2,1,31,3,25320,0,1
28299,30000,2,2,2,31,0,28651,1800,0
28300,80000,2,2,1,46,0,74745,2815,0
28301,50000,2,2,1,42,0,48706,1809,0
28302,60000,2,3,1,34,2,6731,1300,0
28303,260000,2,2,1,34,0,198788,6105,0
28304,60000,2,2,1,41,0,19813,5000,0
28305,80000,2,2,1,29,1,85738,0,0
28306,360000,2,3,1,40,1,0,0,0
28307,180000,2,2,1,30,0,8531,1200,0
28308,80000,2,2,2,31,2,30911,2009,1
28309,70000,2,2,1,44,0,66301,3500,0
28310,360000,2,1,1,36,-1,18641,7174,0
28311,3.00E+05,2,3,2,36,-2,0,1979,0
28312,1.00E+05,2,3,1,38,0,87181,4017,0
28313,1.00E+05,2,1,2,29,0,70205,4000,0
28314,120000,2,3,1,34,-2,0,360,0
28315,2.00E+05,2,2,1,48,-2,22111,11257,1
28316,180000,2,1,1,37,-2,8592,8478,0
28317,60000,2,2,2,27,0,7301,11512,0
28318,10000,2,2,1,29,0,6176,1265,0
28319,230000,2,4,1,35,-2,4793,6336,0
28320,50000,2,2,2,27,1,11966,1500,0
28321,350000,2,2,2,28,-2,3738,7555,0
28322,2.00E+05,2,3,1,28,-2,86,7066,1
28323,150000,2,3,2,28,-2,1666,806,0
28324,180000,2,2,1,29,2,113331,5500,1
28325,30000,2,1,2,30,0,29009,1315,0
28326,70000,2,2,2,30,-1,69494,2716,1
28327,460000,2,2,2,32,0,30506,1568,0
28328,110000,2,2,1,42,-1,776,776,0
28329,240000,2,1,2,31,0,31759,10000,0
28330,210000,2,2,1,31,0,205243,7736,0
28331,3.00E+05,2,3,2,32,1,-27,72071,0
28332,170000,2,1,2,34,1,0,5010,0
28333,420000,2,2,1,34,0,49256,4000,0
28334,230000,2,4,2,34,0,2223,1000,0
28335,260000,2,1,2,33,-1,465,460,0
28336,50000,2,3,1,41,0,46456,1760,0
28337,80000,2,2,2,43,0,77479,3631,0
28338,2.00E+05,2,1,1,45,-1,69288,0,0
28339,80000,2,3,1,40,0,18608,2000,0
28340,290000,2,2,1,36,0,8413,2006,0
28341,20000,2,3,3,40,-1,390,390,1
28342,50000,2,2,1,42,-1,565,5481,0
28343,450000,2,2,1,36,-1,3087,2081,0
28344,250000,2,2,1,38,1,-163,0,0
28345,50000,2,3,1,40,0,48747,5300,0
28346,280000,2,2,3,40,0,291952,8562,0
28347,20000,2,3,1,41,0,8777,2000,0
28348,310000,2,3,1,37,-2,4052,6514,0
28349,250000,2,1,2,36,0,111204,5600,0
28350,180000,2,2,1,36,2,172360,9000,1
28351,5.00E+05,2,3,2,35,1,458863,16918,0
28352,30000,2,3,1,44,0,25957,3400,0
28353,250000,2,2,2,36,0,71012,2200,0
28354,170000,2,1,2,39,0,60514,5011,0
28355,1.00E+05,2,2,1,39,-2,518,0,0
28356,430000,2,2,1,42,-1,38495,11935,0
28357,170000,2,2,2,43,0,136113,7000,0
28358,210000,2,2,2,32,-1,576,3578,0
28359,280000,2,2,2,32,-2,6562,54318,0
28360,160000,2,3,2,47,-2,396,396,0
28361,210000,2,1,1,40,-2,7542,0,0
28362,2.00E+05,2,1,1,40,-1,3827,8030,0
28363,4.00E+05,2,1,2,30,-1,634,5939,0
28364,80000,2,3,2,35,1,0,0,0
28365,80000,2,2,1,35,1,30997,1852,1
28366,30000,2,2,1,38,-1,2828,3963,0
28367,20000,2,3,1,39,1,8562,1200,1
28368,3.00E+05,2,1,1,37,-2,8756,26,0
28369,460000,2,2,1,39,-1,11403,14029,0
28370,80000,2,2,2,42,0,42656,1519,0
28371,80000,2,3,1,36,-1,808,836,0
28372,1.00E+05,2,3,1,40,-2,3234,6163,0
28373,1.00E+05,2,1,1,41,2,31786,3680,1
28374,50000,2,2,1,36,0,46714,1766,0
28375,80000,2,2,1,36,1,74328,3000,1
28376,130000,2,2,2,37,0,81731,4000,0
28377,50000,2,2,1,36,2,46203,0,0
28378,210000,2,2,1,44,0,88309,4500,0
28379,260000,2,5,2,39,0,174591,10000,0
28380,50000,2,2,1,32,0,45271,2000,0
28381,460000,2,2,2,33,0,8316,6018,0
28382,150000,2,3,1,34,0,115227,10000,0
28383,80000,2,3,1,31,0,56195,4808,0
28384,80000,2,2,1,42,0,46911,1748,0
28385,180000,2,3,1,46,-1,10456,357,1
28386,1.00E+05,2,3,1,35,1,0,0,0
28387,60000,2,2,1,40,0,28738,4000,1
28388,50000,2,3,2,34,0,51037,2100,0
28389,390000,2,1,1,42,0,310075,10021,0
28390,210000,2,1,1,38,0,8420,3000,0
28391,160000,2,2,2,39,0,163058,6001,0
28392,50000,2,3,1,42,0,28693,3644,0
28393,50000,2,2,2,31,0,10682,1194,0
28394,160000,2,2,1,37,0,138594,3755,0
28395,220000,2,2,1,40,-2,5785,4183,0
28396,80000,2,3,1,43,0,71604,3500,0
28397,170000,2,2,1,31,-1,60644,5000,0
28398,60000,2,3,1,33,1,56326,0,0
28399,2.00E+05,2,1,1,36,-2,588,608,0
28400,320000,2,1,2,41,-2,2197,1376,0
28401,160000,2,1,1,47,1,0,0,0
28402,20000,2,2,1,45,0,9779,1063,0
28403,80000,2,1,2,27,-1,988,12961,1
28404,210000,2,2,2,29,-1,103591,3831,0
28405,50000,2,1,2,27,0,4950,1068,1
28406,5.00E+05,2,1,2,28,0,390393,26085,0
28407,120000,2,2,2,28,1,0,0,0
28408,20000,2,2,2,28,1,20583,0,0
28409,250000,2,1,2,28,0,116861,5000,0
28410,80000,2,3,1,34,-1,3500,9295,0
28411,240000,2,2,2,28,-2,1154,1154,0
28412,150000,2,2,2,28,0,22943,1335,0
28413,340000,2,2,2,29,0,43733,16787,0
28414,80000,2,1,1,28,0,73606,10200,0
28415,130000,2,3,2,29,0,12939,1000,0
28416,1.00E+05,2,2,2,29,0,87133,3400,0
28417,230000,2,1,2,29,0,12394,2102,0
28418,160000,2,1,2,30,1,0,0,0
28419,220000,2,2,2,29,2,28992,8000,0
28420,80000,2,1,2,29,0,14227,1500,1
28421,420000,2,2,1,29,0,48455,2011,0
28422,130000,2,2,2,32,-2,11175,14181,0
28423,80000,2,1,2,32,0,40478,5225,0
28424,210000,2,1,2,31,0,77830,2555,0
28425,220000,2,1,2,31,0,124281,10000,0
28426,170000,2,2,2,30,0,132283,6000,1
28427,50000,2,1,2,30,1,41934,2100,0
28428,80000,2,2,2,31,-2,4771,4771,0
28429,3.00E+05,2,1,2,33,0,58719,3000,0
28430,140000,2,2,1,33,1,0,7933,0
28431,290000,2,2,2,33,0,242422,7757,0
28432,80000,2,1,2,33,-2,0,747,0
28433,5.00E+05,2,1,1,33,-1,3994,8022,0
28434,40000,2,3,1,44,1,35544,2000,1
28435,50000,2,2,1,45,0,39944,2124,0
28436,260000,2,2,1,34,-2,0,0,0
28437,80000,2,3,1,45,-1,19989,1228,0
28438,280000,2,1,1,35,-1,7147,2500,0
28439,270000,2,1,1,37,-2,264,217,0
28440,80000,2,3,1,48,0,33058,1945,0
28441,120000,2,2,1,34,0,119884,4545,0
28442,3.00E+05,2,1,1,40,0,121603,30000,0
28443,120000,2,2,2,37,2,38757,4300,0
28444,80000,2,2,3,36,0,63908,10051,0
28445,50000,2,2,1,42,0,12106,1184,0
28446,1.00E+05,2,2,1,47,0,24735,3555,0
28447,180000,2,2,1,44,-2,6529,6626,0
28448,160000,2,2,1,45,0,63198,7000,0
28449,350000,2,2,1,49,-2,16173,9122,0
28450,50000,2,3,1,33,0,23500,0,0
28451,320000,2,2,2,37,-2,-5700,0,0
28452,170000,2,2,2,35,0,121231,5000,0
28453,50000,2,2,1,37,0,47832,3010,0
28454,360000,2,1,1,40,2,108399,0,1
28455,70000,2,2,2,36,0,68028,3340,1
